Council name,Contest Name,First Name,Surname,Party Description,
Renfrewshire Council ,Ward 2 - Renfrew South and Gallowhill,Mark,DOUGAN,Scottish Conservative and Unionist,
Renfrewshire Council ,Ward 2 - Renfrew South and Gallowhill,Graham Francis ,BATIN,Scottish Green Party,
Renfrewshire Council ,Ward 2 - Renfrew South and Gallowhill,Jim,PATERSON,Scottish National Party (SNP),
Renfrewshire Council ,Ward 2 - Renfrew South and Gallowhill,Margaret ,DEVINE,Scottish Labour Party,
Renfrewshire Council ,Ward 2 - Renfrew South and Gallowhill,Edward ,GRADY,Scottish Labour Party,
Renfrewshire Council ,Ward 3 - Paisley Northeast and Ralston,Lindsay,BROWN,Scottish Socialist Party,
Renfrewshire Council ,Ward 3 - Paisley Northeast and Ralston,John,CLARK,Scottish National Party (SNP),
Renfrewshire Council ,Ward 3 - Paisley Northeast and Ralston,Neill,GRAHAM,Scottish Conservative and Unionist,
Renfrewshire Council ,Ward 3 - Paisley Northeast and Ralston,Duncan ,MACINTOSH,Scottish Green Party,
Renfrewshire Council ,Ward 3 - Paisley Northeast and Ralston,Jennifer Marion,ADAM-MCGREGOR,Scottish National Party (SNP),
Renfrewshire Council ,Ward 3 - Paisley Northeast and Ralston,MAUREEN ,SHARKEY,Scottish Labour Party ,
Renfrewshire Council ,Ward 3 - Paisley Northeast and Ralston,Catriona,CAMPBELL,Scottish Liberal Democrats ,
Renfrewshire Council ,Ward 3 - Paisley Northeast and Ralston,JIM,SHARKEY,Scottish Labour Party,
Renfrewshire Council ,Ward 3 - Paisley Northeast and Ralston,Billy,CARLIN,Independent,
Renfrewshire Council ,Ward 4 - Paisley Northwest,Sandra,WEBSTER,Scottish Socialist Party,
Renfrewshire Council ,Ward 4 - Paisley Northwest,KENNY,MACLAREN,Scottish National Party (SNP),
Renfrewshire Council ,Ward 4 - Paisley Northwest,MAGS,MACLAREN,Scottish National Party (SNP),
Renfrewshire Council ,Ward 4 - Paisley Northwest,JOHN ,MCINTYRE,Scottish Conservative and Unionist,
Renfrewshire Council ,Ward 4 - Paisley Northwest,Jack ,CLARK,Scottish Liberal Democrats,
Renfrewshire Council ,Ward 4 - Paisley Northwest,Andy,DOYLE,,
Renfrewshire Council ,Ward 4 - Paisley Northwest,Tommy,WILLIAMS,Scottish Labour Party,
Renfrewshire Council ,Ward 4 - Paisley Northwest,Karen,KENNEDY,Scottish Labour Party,
Renfrewshire Council ,Ward 4 - Paisley Northwest,JOHN GOUDIE,MCINTYRE,Independent,
Renfrewshire Council ,Ward 4 - Paisley Northwest,Beth,DOUGLAS,Scottish Green Party,
Renfrewshire Council ,Ward 5 - Paisley East and Central,John,CAMERON,Scottish Conservative and Unionist,
Renfrewshire Council ,Ward 5 - Paisley East and Central,Daniel Alexander,SPEIRS,Scottish Green Party,
Renfrewshire Council ,Ward 5 - Paisley East and Central,Will,MYLET,Scottish National Party (SNP),
Renfrewshire Council ,Ward 5 - Paisley East and Central,John,MCNAUGHTAN,Scottish National Party (SNP),
Renfrewshire Council ,Ward 5 - Paisley East and Central,Samantha,ALLAN,Scottish Liberal Democrats,
Renfrewshire Council ,Ward 5 - Paisley East and Central,Carolann,DAVIDSON,Scottish Labour Party,
Renfrewshire Council ,Ward 5 - Paisley East and Central,Stuart Alexander,MCAUSLAND,Scottish Labour Party,
Renfrewshire Council ,Ward 6 - Paisley Southeast,John,MILLER,Scottish Socialist Party,
Renfrewshire Council ,Ward 6 - Paisley Southeast,Sheila,FULTON,Scottish Conservative and Unionist,
Renfrewshire Council ,Ward 6 - Paisley Southeast,Emma Louise ,MCSHANE,Scottish Green Party,
Renfrewshire Council ,Ward 6 - Paisley Southeast,Paul,MACK,Independent,
Renfrewshire Council ,Ward 6 - Paisley Southeast,Janette,SWANSON,Scottish National Party (SNP),
Renfrewshire Council ,Ward 6 - Paisley Southeast,Michael Thomas,WILSON,Scottish Liberal Democrats,
Renfrewshire Council ,Ward 6 - Paisley Southeast,Marie,MCGURK,Scottish National Party (SNP),
Renfrewshire Council ,Ward 6 - Paisley Southeast,Ben,SMITH,Scottish Labour Party,
Renfrewshire Council ,Ward 6 - Paisley Southeast,Eddie,DEVINE,Scottish Labour Party,
Renfrewshire Council ,Ward 7 - Paisley Southwest,James,HALPIN,Scottish Conservative and Unionist,
Renfrewshire Council ,Ward 7 - Paisley Southwest,Sean McEvoy,LAFFERTY,Scottish Green Party,
Renfrewshire Council ,Ward 7 - Paisley Southwest,Stephen,BURNS,Scottish National Party (SNP),
Renfrewshire Council ,Ward 7 - Paisley Southwest,Kevin,MONTGOMERY,Scottish Labour Party ,
Renfrewshire Council ,Ward 7 - Paisley Southwest,Brian Alexander,MCGUIRE,Scottish National Party (SNP),
Renfrewshire Council ,Ward 7 - Paisley Southwest,Eileen ,MCCARTIN,Scottish Liberal Democrats ,
Renfrewshire Council ,Ward 7 - Paisley Southwest,Lorraine,CAMERON,Scottish National Party (SNP),
Renfrewshire Council ,Ward 8 - Johnstone South and Elderslie,Megan,TAIT,Scottish Green Party,
Renfrewshire Council ,Ward 8 - Johnstone South and Elderslie,Andy ,STEEL,Scottish National Party (SNP),
Renfrewshire Council ,Ward 8 - Johnstone South and Elderslie,Jacqueline,CAMERON,Scottish National Party (SNP),
Renfrewshire Council ,Ward 8 - Johnstone South and Elderslie,John ,HOOD,Scottish Labour Party,
Renfrewshire Council ,Ward 8 - Johnstone South and Elderslie,John ,CALDWELL,,
Renfrewshire Council ,Ward 8 - Johnstone South and Elderslie,Thomas Dempster,WALLACE,Scottish Labour Party,
Renfrewshire Council ,Ward 8 - Johnstone South and Elderslie,Alistair,MACKAY,Scottish Conservative and Unionist,
Renfrewshire Council ,"Ward 9 - Johnstone North, Kilbarchan, Howwood and Lochwinnoch",Andy,DOIG,Independent,
Renfrewshire Council ,"Ward 9 - Johnstone North, Kilbarchan, Howwood and Lochwinnoch",Geoffrey Richard,KNOWLES,Scottish Socialist Party,
Renfrewshire Council ,"Ward 9 - Johnstone North, Kilbarchan, Howwood and Lochwinnoch",Bill,BINKS,Scottish Conservative and Unionist,
Renfrewshire Council ,"Ward 9 - Johnstone North, Kilbarchan, Howwood and Lochwinnoch",Sarah Elizabeth,ANDERSON,Scottish Green Party,
Renfrewshire Council ,"Ward 9 - Johnstone North, Kilbarchan, Howwood and Lochwinnoch",Graeme Ramsay,STOCKTON,Scottish National Party (SNP),
Renfrewshire Council ,"Ward 9 - Johnstone North, Kilbarchan, Howwood and Lochwinnoch",Emma ,RODDEN,Scottish National Party (SNP),
Renfrewshire Council ,"Ward 9 - Johnstone North, Kilbarchan, Howwood and Lochwinnoch",Derek,BIBBY,Scottish Labour Party,
Renfrewshire Council ,"Ward 9 - Johnstone North, Kilbarchan, Howwood and Lochwinnoch",William,DUFF,Scottish Liberal Democrats,
Renfrewshire Council ,"Ward 9 - Johnstone North, Kilbarchan, Howwood and Lochwinnoch",Christopher,GILMOUR,Scottish Labour Party,
Renfrewshire Council ,"Ward 9 - Johnstone North, Kilbarchan, Howwood and Lochwinnoch",Cheryl ,O'BRIEN,UKIP,
Renfrewshire Council ,"Ward 10 - Houston, Crosslee and Linwood",Scott,KERR,Scottish Conservative and Unionist,
Renfrewshire Council ,"Ward 10 - Houston, Crosslee and Linwood",Audrey,DOIG,Scottish National Party (SNP),
Renfrewshire Council ,"Ward 10 - Houston, Crosslee and Linwood",Helen Lorraine,SPEIRS,Scottish Green Party,
Renfrewshire Council ,"Ward 10 - Houston, Crosslee and Linwood",Allan,HERON,Scottish Liberal Democrats,
Renfrewshire Council ,"Ward 10 - Houston, Crosslee and Linwood",Robert,INNES,Scottish National Party (SNP),
Renfrewshire Council ,"Ward 10 - Houston, Crosslee and Linwood",Alison Jean,DOWLING,Scottish Labour Party,
Renfrewshire Council ,"Ward 10 - Houston, Crosslee and Linwood",James,SHERIDAN,Scottish Labour Party,
Renfrewshire Council ,"Ward 11 - Bishopton, Bridge of Weir and Langbank",James ,MACLAREN,Scottish Conservative and Unionist,
Renfrewshire Council ,"Ward 11 - Bishopton, Bridge of Weir and Langbank",Colin,MCCULLOCH,Scottish Labour Party,
Renfrewshire Council ,"Ward 11 - Bishopton, Bridge of Weir and Langbank",Natalie,DON,Scottish National Party (SNP),
Renfrewshire Council ,"Ward 11 - Bishopton, Bridge of Weir and Langbank",Elliot Alexander,HARRISON,Scottish Liberal Democrats ,
Renfrewshire Council ,"Ward 11 - Bishopton, Bridge of Weir and Langbank",Ellen,HÃ–FER-FRANZ,Scottish Green Party,
Renfrewshire Council ,Ward 12 - Erskine and Inchinnan,Jim,HALFPENNY,Scottish Trade Unionist and Socialist Coalition,
Renfrewshire Council ,Ward 12 - Erskine and Inchinnan,Tom,BEGG,Scottish Conservative and Unionist,
Renfrewshire Council ,Ward 12 - Erskine and Inchinnan,Mairi ,CRANIE,Scottish Green Party,
Renfrewshire Council ,Ward 12 - Erskine and Inchinnan,Michelle,CAMPBELL,Scottish National Party (SNP),
Renfrewshire Council ,Ward 12 - Erskine and Inchinnan,Iain,NICOLSON,Scottish National Party (SNP),
Renfrewshire Council ,Ward 12 - Erskine and Inchinnan,John ,BOYD,Scottish Liberal Democrats,
Renfrewshire Council ,Ward 12 - Erskine and Inchinnan,Jim,HARTE,Scottish Labour Party,
Renfrewshire Council ,Ward 12 - Erskine and Inchinnan,Sam,MULLIN,Scottish Labour Party,
Renfrewshire Council ,Ward 12 - Erskine and Inchinnan,Andy,CAMERON,Independent,
95,,,,,
Scottish Borders Council,Ward 1 - Tweeddale West,Catriona,HAMILTON,Scottish Green Party,
Scottish Borders Council,Ward 1 - Tweeddale West,Michael,NEEDHAM,Independent,
Scottish Borders Council,Ward 1 - Tweeddale West,Kris,CHAPMAN,Scottish Liberal Democrats,
Scottish Borders Council,Ward 1 - Tweeddale West,JOHN,ANDERSON,Scottish Conservative and Unionist,
Scottish Borders Council,Ward 1 - Tweeddale West,Eric,SMALL,Scottish Conservative and Unionist,
Scottish Borders Council,Ward 1 - Tweeddale West,Tommy,DAVIDSON,Independent,
Scottish Borders Council,Ward 1 - Tweeddale West,HEATHER,ANDERSON,Scottish National Party (SNP),
Scottish Borders Council,Ward 1 - Tweeddale West,Julia ,REID,Scottish Labour Party,
Scottish Borders Council,Ward 2 - Tweeddale East,Robin,TATLER,Independent,
Scottish Borders Council,Ward 2 - Tweeddale East,Shona,HASLAM,Scottish Conservative and Unionist,
Scottish Borders Council,Ward 2 - Tweeddale East,Amanda Jane,KUBIE,Scottish Liberal Democrats,
Scottish Borders Council,Ward 2 - Tweeddale East,Stuart,BELL,Scottish National Party (SNP),
Scottish Borders Council,Ward 2 - Tweeddale East,Simon,RITCHIE,Scottish National Party (SNP),
Scottish Borders Council,Ward 3 - Galashiels & District,Bill,WHITE,Independent,
Scottish Borders Council,Ward 3 - Galashiels & District,Sandy,AITCHISON,Independent,
Scottish Borders Council,Ward 3 - Galashiels & District,Harry,SCOTT,Independent,
Scottish Borders Council,Ward 3 - Galashiels & District,John,MITCHELL,Scottish National Party (SNP),
Scottish Borders Council,Ward 3 - Galashiels & District,Euan,JARDINE,Scottish Conservative and Unionist,
Scottish Borders Council,Ward 3 - Galashiels & District,Andy,ANDERSON,Scottish National Party (SNP),
Scottish Borders Council,Ward 3 - Galashiels & District,Caledonia ,BHATIA,Scottish Liberal Democrats,
Scottish Borders Council,Ward 3 - Galashiels & District,David,SHARP,Scottish Labour Party,
Scottish Borders Council,Ward 4 - Selkirkshire,David,BLACK,Independent,
Scottish Borders Council,Ward 4 - Selkirkshire,Gordon,EDGAR,Independent,
Scottish Borders Council,Ward 4 - Selkirkshire,Kenneth,GUNN,Independent,
Scottish Borders Council,Ward 4 - Selkirkshire,Scott,REDPATH,Scottish Labour Party,
Scottish Borders Council,Ward 4 - Selkirkshire,Michelle,BALLANTYNE,Scottish Conservative and Unionist,
Scottish Borders Council,Ward 4 - Selkirkshire,Barbra,HARVIE,Scottish Green Party,
Scottish Borders Council,Ward 4 - Selkirkshire,Elaine,THORNTON-NICOL,Scottish National Party (SNP),
Scottish Borders Council,Ward 4 - Selkirkshire,Nancy,NORMAN,Scottish Liberal Democrats,
Scottish Borders Council,Ward 4 - Selkirkshire,Trevor,ADAMS,Scottish Conservative and Unionist,
Scottish Borders Council,Ward 5 - Leaderdale & Melrose,John,PATON DAY,Scottish Liberal Democrats,
Scottish Borders Council,Ward 5 - Leaderdale & Melrose,Iain,GILLESPIE,Independent,
Scottish Borders Council,Ward 5 - Leaderdale & Melrose,Diana,FINDLAY,Scottish Conservative and Unionist,
Scottish Borders Council,Ward 5 - Leaderdale & Melrose,Rebecca ,FRASER,Independent,
Scottish Borders Council,Ward 5 - Leaderdale & Melrose,Tom,MIERS,Scottish Conservative and Unionist,
Scottish Borders Council,Ward 5 - Leaderdale & Melrose,David ,PARKER,Independent,
Scottish Borders Council,Ward 5 - Leaderdale & Melrose,Kevin,DRUM,Scottish National Party (SNP),
Scottish Borders Council,Ward 6 - Mid Berwickshire,Pauline,STEWART,Scottish Green Party,
Scottish Borders Council,Ward 6 - Mid Berwickshire,David,SMITH,Scottish Labour Party,
Scottish Borders Council,Ward 6 - Mid Berwickshire,Frances,RENTON,Scottish Liberal Democrats,
Scottish Borders Council,Ward 6 - Mid Berwickshire,John,GREENWELL,Scottish Conservative and Unionist,
Scottish Borders Council,Ward 6 - Mid Berwickshire,Mark,ROWLEY,Scottish Conservative and Unionist,
Scottish Borders Council,Ward 6 - Mid Berwickshire,Donald,MOFFAT,Scottish National Party (SNP),
Scottish Borders Council,Ward 7 - East Berwickshire,Michael,CLIFT,Independent,
Scottish Borders Council,Ward 7 - East Berwickshire,Kate,DUNCAN,Scottish Green Party,
Scottish Borders Council,Ward 7 - East Berwickshire,Eddy,COULSON,Scottish Labour Party,
Scottish Borders Council,Ward 7 - East Berwickshire,Jim,FULLARTON,Scottish Conservative and Unionist,
Scottish Borders Council,Ward 7 - East Berwickshire,Helen,LAING,Scottish National Party (SNP),
Scottish Borders Council,Ward 7 - East Berwickshire,Danny,ROBERTSON,Scottish Liberal Democrats,
Scottish Borders Council,Ward 7 - East Berwickshire,Carol,HAMILTON,Scottish Conservative and Unionist,
Scottish Borders Council,Ward 8 - Kelso & District,Sally,PRENTICE,Scottish Labour Party,
Scottish Borders Council,Ward 8 - Kelso & District,Simon,MOUNTFORD,Scottish Conservative and Unionist,
Scottish Borders Council,Ward 8 - Kelso & District,Tom,WEATHERSTON,Scottish Conservative and Unionist,
Scottish Borders Council,Ward 8 - Kelso & District,Ian H,AITCHISON,Independent,
Scottish Borders Council,Ward 8 - Kelso & District,Euan,ROBSON,Scottish Liberal Democrats,
Scottish Borders Council,Ward 8 - Kelso & District,Colin,SHAUGHNESSY,Scottish Green Party,
Scottish Borders Council,Ward 8 - Kelso & District,Colin,MCGRATH,Independent,
Scottish Borders Council,Ward 8 - Kelso & District,Alison,LAMOND,Scottish National Party (SNP),
Scottish Borders Council,Ward 9 - Jedburgh & District,Rory,STEWART,Independent,
Scottish Borders Council,Ward 9 - Jedburgh & District,Charles,STRANG,Scottish Green Party,
Scottish Borders Council,Ward 9 - Jedburgh & District,Kenryck,LLOYD-JONES,Scottish Labour Party,
Scottish Borders Council,Ward 9 - Jedburgh & District,Scott,HAMILTON,Scottish Conservative and Unionist,
Scottish Borders Council,Ward 9 - Jedburgh & District,Sandy,SCOTT,Scottish Conservative and Unionist,
Scottish Borders Council,Ward 9 - Jedburgh & District,Jim,BROWN,Scottish National Party (SNP),
Scottish Borders Council,Ward 9 - Jedburgh & District,Harvey,OLIVER,Independent,
Scottish Borders Council,Ward 10 - Hawick & Denholm,Stuart,MARSHALL,Independent,
Scottish Borders Council,Ward 10 - Hawick & Denholm,Ian ,TURNBULL,Scottish Liberal Democrats,
Scottish Borders Council,Ward 10 - Hawick & Denholm,David,BYRNE,Scottish Labour Party,
Scottish Borders Council,Ward 10 - Hawick & Denholm,Neil,RICHARDS,Scottish Conservative and Unionist,
Scottish Borders Council,Ward 10 - Hawick & Denholm,Kevin,FERGUSON,Scottish Green Party,
Scottish Borders Council,Ward 10 - Hawick & Denholm,Clair,RAMAGE,Scottish National Party (SNP),
Scottish Borders Council,Ward 11 - Hawick & Hermitage,Watson,MCATEER,Independent,
Scottish Borders Council,Ward 11 - Hawick & Hermitage,Davie,PATERSON,Independent,
Scottish Borders Council,Ward 11 - Hawick & Hermitage,George,TURNBULL,Scottish Conservative and Unionist,
Scottish Borders Council,Ward 11 - Hawick & Hermitage,Iain,WHYTE,Scottish National Party (SNP),
75,,,,,
Shetland Islands Council,Ward 1 - North Isles,Lynsay Anne,CUNNINGHAM,Independent,
Shetland Islands Council,Ward 1 - North Isles,Cecil,HUGHSON,Independent,
Shetland Islands Council,Ward 1 - North Isles,Alec George,PRIEST,,
Shetland Islands Council,Ward 1 - North Isles,Duncan,SIMPSON,Independent,
Shetland Islands Council,Ward 1 - North Isles,Ryan James Andrew,THOMSON,Independent,
Shetland Islands Council,Ward 2 - Shetland North,Alastair Thomas James,COOPER,Independent,
Shetland Islands Council,Ward 2 - Shetland North,Isobel,JOHNSON,Scottish Conservative and Unionist,
Shetland Islands Council,Ward 2 - Shetland North,Emma Louise,MACDONALD,Independent,
Shetland Islands Council,Ward 2 - Shetland North,Andrea Isabel,MANSON,,
Shetland Islands Council,Ward 3 - Shetland West,Steven,COUTTS,Independent,
Shetland Islands Council,Ward 3 - Shetland West,Catherine,HUGHSON,Independent,
Shetland Islands Council,Ward 3 - Shetland West,Debra Jane,NICOLSON,Independent,
Shetland Islands Council,Ward 3 - Shetland West,Gary,ROBINSON,,
Shetland Islands Council,Ward 3 - Shetland West,Theo,SMITH,Independent,
Shetland Islands Council,Ward 3 - Shetland West,Ian,TINKLER,,
Shetland Islands Council,Ward 4 - Shetland Central,Julie Jemima,BUCHAN,Independent,
Shetland Islands Council,Ward 4 - Shetland Central,Brian,NUGENT,,
Shetland Islands Council,Ward 4 - Shetland Central,Davie,SANDISON,Independent,
Shetland Islands Council,Ward 4 - Shetland Central,Ian,SCOTT,,
Shetland Islands Council,Ward 4 - Shetland Central,Mark Robert,BURGESS,,
Shetland Islands Council,Ward 5 - Shetland South,Allison George Leslie,DUNCAN,Independent,UNCONTESTED
Shetland Islands Council,Ward 5 - Shetland South,Robbie,MCGREGOR,Scottish National Party (SNP),UNCONTESTED
Shetland Islands Council,Ward 5 - Shetland South,George,SMITH,Independent,UNCONTESTED
Shetland Islands Council,Ward 6 - Lerwick North,Malcolm John,BELL,,
Shetland Islands Council,Ward 6 - Lerwick North,John Finlay Sinclair,FRASER,Independent,
Shetland Islands Council,Ward 6 - Lerwick North,Stephen Arthur,LEASK,Independent,
Shetland Islands Council,Ward 6 - Lerwick North,Thomas,WILLIAMSON,Scottish Conservative and Unionist,
Shetland Islands Council,Ward 7 - Lerwick South,Peter,CAMPBELL,Independent,
Shetland Islands Council,Ward 7 - Lerwick South,Cecil Laing,SMITH,Independent,
Shetland Islands Council,Ward 7 - Lerwick South,Frances,VALENTE,Independent,
Shetland Islands Council,Ward 7 - Lerwick South,Amanda,WESTLAKE,Independent,
Shetland Islands Council,Ward 7 - Lerwick South,Beatrice,WISHART,Independent,
29,,,,,
South Ayrshire Council,Ward 1 - Troon,Peter John,CONVERY,Scottish Conservative and Unionist,
South Ayrshire Council,Ward 1 - Troon,Craig,MACKAY,Scottish National Party (SNP),
South Ayrshire Council,Ward 1 - Troon,Annie,MCINDOE,Scottish National Party (SNP),
South Ayrshire Council,Ward 1 - Troon,Boyd,MURDOCH,Scottish Green Party,
South Ayrshire Council,Ward 1 - Troon,Bob,POLLOCK,Scottish Conservative and Unionist,
South Ayrshire Council,Ward 1 - Troon,Philip,SAXTON,Scottish Labour Party,
South Ayrshire Council,Ward 2 - Prestwick,Ian,COCHRANE,Scottish National Party (SNP),
South Ayrshire Council,Ward 2 - Prestwick,Hugh,HUNTER,Scottish Conservative and Unionist,
South Ayrshire Council,Ward 2 - Prestwick,Alasdair John,MALCOLM,Independent,
South Ayrshire Council,Ward 2 - Prestwick,Helen,MOONIE,Scottish Labour Party,
South Ayrshire Council,Ward 2 - Prestwick,John,WALLACE,Scottish National Party (SNP),
