Council name,Contest Name,First Name,Surname,Party Description,
North Lanarkshire Council ,Ward 2 - Cumbernauld North,Alan,O'BRIEN,Independent,
North Lanarkshire Council ,Ward 2 - Cumbernauld North,John,MILLER,Scottish Socialist Party,
North Lanarkshire Council ,Ward 2 - Cumbernauld North,Kevin,HAMILTON,Scottish Green Party,
North Lanarkshire Council ,Ward 2 - Cumbernauld North,Carl Dean,PEARSON,UKIP,
North Lanarkshire Council ,Ward 2 - Cumbernauld North,Tom,FISHER,Scottish Labour Party,
North Lanarkshire Council ,Ward 2 - Cumbernauld North,Fraser,MORRISON,Independent,
North Lanarkshire Council ,Ward 2 - Cumbernauld North,Alan,MASTERTON,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 2 - Cumbernauld North,Danish,ASHRAF,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 2 - Cumbernauld North,Barry,MCCULLOCH,Scottish Labour Party,
North Lanarkshire Council ,Ward 2 - Cumbernauld North,Calum,CURRIE,Scottish Conservative and Unionist,
North Lanarkshire Council ,Ward 3 - Cumbernauld South,Allan,GRAHAM,Scottish Labour Party,
North Lanarkshire Council ,Ward 3 - Cumbernauld South,Stephanie,GRIFFIN,Scottish Labour Party,
North Lanarkshire Council ,Ward 3 - Cumbernauld South,Kevin,MCVEY,Scottish Socialist Party,
North Lanarkshire Council ,Ward 3 - Cumbernauld South,William,HOMER,Independent,
North Lanarkshire Council ,Ward 3 - Cumbernauld South,Patrick Pearse,MCALEER,Scottish Green Party,
North Lanarkshire Council ,Ward 3 - Cumbernauld South,Junaid,ASHRAF,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 3 - Cumbernauld South,Catherine,JOHNSTON,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 3 - Cumbernauld South,William,GOLDIE,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 3 - Cumbernauld South,Colin,GIBSON,Scottish Conservative and Unionist,
North Lanarkshire Council ,Ward 4 - Cumbernauld East,Andy,LOCKE,Scottish Socialist Party,
North Lanarkshire Council ,Ward 4 - Cumbernauld East,Anne,MCCROSSAN,Scottish Green Party,
North Lanarkshire Council ,Ward 4 - Cumbernauld East,Gillian,FANNAN,Scottish Labour Party,
North Lanarkshire Council ,Ward 4 - Cumbernauld East,Paddy,HOGG,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 4 - Cumbernauld East,Tom,JOHNSTON,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 4 - Cumbernauld East,Claire,BARCLAY,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 4 - Cumbernauld East,Stevie,GRANT,Scottish Labour Party,
North Lanarkshire Council ,Ward 4 - Cumbernauld East,David,STARK,Scottish Conservative and Unionist,
North Lanarkshire Council ,"Ward 5 - Stepps, Chryston and Muirhead",Frances,MCGLINCHEY,Independent,
North Lanarkshire Council ,"Ward 5 - Stepps, Chryston and Muirhead",John,MCLAREN,Scottish Labour Party,
North Lanarkshire Council ,"Ward 5 - Stepps, Chryston and Muirhead",Stephen,GOLDSACK,Scottish Conservative and Unionist,
North Lanarkshire Council ,"Ward 5 - Stepps, Chryston and Muirhead",Scott,LAMOND,Scottish Labour Party,
North Lanarkshire Council ,"Ward 5 - Stepps, Chryston and Muirhead",Lynne,ANDERSON,Scottish National Party (SNP),
North Lanarkshire Council ,"Ward 5 - Stepps, Chryston and Muirhead",Stephen Francis,KIRLEY,Scottish National Party (SNP),
North Lanarkshire Council ,"Ward 6 - Gartcosh, Glenboig and Moodiesburn",Sean,CAIRNS,UKIP,
North Lanarkshire Council ,"Ward 6 - Gartcosh, Glenboig and Moodiesburn",John Gordon,WILSON,Independent,
North Lanarkshire Council ,"Ward 6 - Gartcosh, Glenboig and Moodiesburn",Willie,DOOLAN,Scottish Labour Party,
North Lanarkshire Council ,"Ward 6 - Gartcosh, Glenboig and Moodiesburn",Michael,MCPAKE,Scottish Labour Party,
North Lanarkshire Council ,"Ward 6 - Gartcosh, Glenboig and Moodiesburn",Greg,LENNON,Scottish National Party (SNP),
North Lanarkshire Council ,"Ward 6 - Gartcosh, Glenboig and Moodiesburn",David,MACLEAN,Scottish Conservative and Unionist,
North Lanarkshire Council ,"Ward 6 - Gartcosh, Glenboig and Moodiesburn",Gerry,PARKER,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 7 - Coatbridge North,Graham James,KERR,Scottish Green Party,
North Lanarkshire Council ,Ward 7 - Coatbridge North,Ben,CALLAGHAN,Scottish Conservative and Unionist,
North Lanarkshire Council ,Ward 7 - Coatbridge North,Alex,MCVEY,Scottish Labour Party,
North Lanarkshire Council ,Ward 7 - Coatbridge North,Bill,SHIELDS,Scottish Labour Party,
North Lanarkshire Council ,Ward 7 - Coatbridge North,Allan,STUBBS,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 7 - Coatbridge North,Kirsten,LARSON,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 7 - Coatbridge North,Martin,MCWILLIAMS,Independent,
North Lanarkshire Council ,Ward 7 - Coatbridge North,Julie Patricia,MCANULTY,Independent,
North Lanarkshire Council ,Ward 8 - Airdrie North,Alan,BEVERIDGE,Independent,
North Lanarkshire Council ,Ward 8 - Airdrie North,Daryl,GARDNER,UKIP,
North Lanarkshire Council ,Ward 8 - Airdrie North,Kyle,DAVIDSON,Scottish Green Party,
North Lanarkshire Council ,Ward 8 - Airdrie North,Sophia,COYLE,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 8 - Airdrie North,David,CULLEN,Scottish Conservative and Unionist,
North Lanarkshire Council ,Ward 8 - Airdrie North,Tommy,MORGAN,Scottish Labour Party,
North Lanarkshire Council ,Ward 8 - Airdrie North,Andy,PETTIGREW,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 8 - Airdrie North,Andrew,SPOWART,Scottish Labour Party,
North Lanarkshire Council ,Ward 9 - Airdrie Central,Claire,WILLIAMS,Scottish Green Party,
North Lanarkshire Council ,Ward 9 - Airdrie Central,Jim,LOGUE,Scottish Labour Party,
North Lanarkshire Council ,Ward 9 - Airdrie Central,Michael,MCBRIDE,Scottish Labour Party,
North Lanarkshire Council ,Ward 9 - Airdrie Central,Nancy,PETTIGREW,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 9 - Airdrie Central,David,STOCKS,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 9 - Airdrie Central,Trevor,DOUGLAS,Scottish Conservative and Unionist,
North Lanarkshire Council ,Ward 9 - Airdrie Central,Peter,SULLIVAN,Independent Alliance North Lanarkshire,
North Lanarkshire Council ,Ward 9 - Airdrie Central,George,DEVINE,Independent,
North Lanarkshire Council ,Ward 10 - Coatbridge West,Kevin,DOCHERTY,Scottish Labour Party,
North Lanarkshire Council ,Ward 10 - Coatbridge West,Mary,GOURLAY,Scottish Labour Party,
North Lanarkshire Council ,Ward 10 - Coatbridge West,Francis,MCINTYRE,Scottish Conservative and Unionist,
North Lanarkshire Council ,Ward 10 - Coatbridge West,Paul,WELSH,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 10 - Coatbridge West,Caroline,STEPHEN,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 11 - Coatbridge South,Gerry,SOMERS,Independent,
North Lanarkshire Council ,Ward 11 - Coatbridge South,Tom,CASTLES,Scottish Labour Party,
North Lanarkshire Council ,Ward 11 - Coatbridge South,Gordon,ENCINIAS,Scottish Labour Party,
North Lanarkshire Council ,Ward 11 - Coatbridge South,John,CAMERON,Scottish Conservative and Unionist,
North Lanarkshire Council ,Ward 11 - Coatbridge South,James,BROOKS,Independent Alliance North Lanarkshire,
North Lanarkshire Council ,Ward 11 - Coatbridge South,John,HIGGINS,Independent Alliance North Lanarkshire,
North Lanarkshire Council ,Ward 11 - Coatbridge South,Tracy,CARRAGHER,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 11 - Coatbridge South,Fergus,MACGREGOR,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 12 - Airdrie South,Peter,OWENS,Independent,
North Lanarkshire Council ,Ward 12 - Airdrie South,Sandy,WATSON,Scottish Conservative and Unionist,
North Lanarkshire Council ,Ward 12 - Airdrie South,Rosemary,MCGOWAN,Scottish Green Party,
North Lanarkshire Council ,Ward 12 - Airdrie South,AGNES,COYLE,,
North Lanarkshire Council ,Ward 12 - Airdrie South,MICHAEL,COYLE,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 12 - Airdrie South,Paul,DI MASCIO,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 12 - Airdrie South,Jed,GRAHAM,Scottish Labour Party,
North Lanarkshire Council ,Ward 12 - Airdrie South,Ian,MCNEIL,Scottish Labour Party,
North Lanarkshire Council ,Ward 13 - Fortissat,Jeffrey,MCDONALD,"No Referendum, Maintain Union, Pro-Brexit",
North Lanarkshire Council ,Ward 13 - Fortissat,Sandy,THORNTON,Scottish Conservative and Unionist,
North Lanarkshire Council ,Ward 13 - Fortissat,Charlie,CEFFERTY,Independent,
North Lanarkshire Council ,Ward 13 - Fortissat,Tommy,COCHRANE,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 13 - Fortissat,Martin,MCCULLOCH,Scottish Labour Party,
North Lanarkshire Council ,Ward 13 - Fortissat,Mags,MURPHY,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 13 - Fortissat,Kenneth,STEVENSON,Scottish Labour Party,
North Lanarkshire Council ,Ward 14 - Thorniewood,Christine,MCCONNELL,Scottish Conservative and Unionist,
North Lanarkshire Council ,Ward 14 - Thorniewood,Bob,BURROWS,Scottish Labour Party,
North Lanarkshire Council ,Ward 14 - Thorniewood,Hugh,GAFFNEY,Scottish Labour Party,
North Lanarkshire Council ,Ward 14 - Thorniewood,Steven,BONNAR,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 14 - Thorniewood,Josh,ROBERTSON,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 15 - Bellshill,William,BROWN,UKIP,
North Lanarkshire Council ,Ward 15 - Bellshill,Angela,CAMPBELL,Scottish Labour Party,
North Lanarkshire Council ,Ward 15 - Bellshill,Harry,CURRAN,Scottish Labour Party,
North Lanarkshire Council ,Ward 15 - Bellshill,Colin,CAMERON,Scottish Conservative and Unionist,
North Lanarkshire Council ,Ward 15 - Bellshill,Marina Johanna,LYLE,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 15 - Bellshill,Jordan James,LINDEN,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 15 - Bellshill,John,DEVLIN,Independent,
North Lanarkshire Council ,Ward 16 - Mossend and Holytown,Michael Andrew,CLARKSON,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 16 - Mossend and Holytown,Carol,CUNNINGHAM,Scottish Conservative and Unionist,
North Lanarkshire Council ,Ward 16 - Mossend and Holytown,Frank,MCNALLY,Scottish Labour Party,
North Lanarkshire Council ,Ward 16 - Mossend and Holytown,Jim,REDDIN,Scottish Labour Party,
North Lanarkshire Council ,Ward 16 - Mossend and Holytown,David,BAIRD,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 17 - Motherwell West,Meghan,GALLACHER,Scottish Conservative and Unionist,
North Lanarkshire Council ,Ward 17 - Motherwell West,Elaine,MCSPADDEN,Independent Alliance North Lanarkshire,
North Lanarkshire Council ,Ward 17 - Motherwell West,Julie,FLEMING,"RISE - Respect, Independence, Socialism and Environmentalism",
North Lanarkshire Council ,Ward 17 - Motherwell West,Paul,KELLY,Scottish Labour Party,
North Lanarkshire Council ,Ward 17 - Motherwell West,Michael Edward,ROSS,Scottish Labour Party,
North Lanarkshire Council ,Ward 17 - Motherwell West,Jamie,SUPER,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 17 - Motherwell West,Annette,VALENTINE,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 18 - Motherwell North,Ashley,BAIRD,Scottish Conservative and Unionist,
North Lanarkshire Council ,Ward 18 - Motherwell North,Shahid,FAROOQ,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 18 - Motherwell North,Ann,WEIR,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 18 - Motherwell North,Pat,O'ROURKE,Scottish Labour Party,
North Lanarkshire Council ,Ward 18 - Motherwell North,Helen,MCKENNA,Independent Alliance North Lanarkshire,
North Lanarkshire Council ,Ward 18 - Motherwell North,Olivia,CARSON,Scottish Labour Party,
North Lanarkshire Council ,Ward 19 - Motherwell South East and Ravenscraig,Ian,GLENNY,Independent,
North Lanarkshire Council ,Ward 19 - Motherwell South East and Ravenscraig,NEIL,WILSON,UKIP,
North Lanarkshire Council ,Ward 19 - Motherwell South East and Ravenscraig,Ian,KELLY,Independent,
North Lanarkshire Council ,Ward 19 - Motherwell South East and Ravenscraig,Ben,ADAMS,Scottish Green Party,
North Lanarkshire Council ,Ward 19 - Motherwell South East and Ravenscraig,NATHAN,WILSON,Scottish Conservative and Unionist,
North Lanarkshire Council ,Ward 19 - Motherwell South East and Ravenscraig,Agnes Duncan,MAGOWAN,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 19 - Motherwell South East and Ravenscraig,Gary,O'RORKE,Independent Alliance North Lanarkshire,
North Lanarkshire Council ,Ward 19 - Motherwell South East and Ravenscraig,Kaye,HARMON,Scottish Labour Party,
North Lanarkshire Council ,Ward 19 - Motherwell South East and Ravenscraig,James,MITCHELL,Solidarity - Scotland's Socialist Movement,
North Lanarkshire Council ,Ward 19 - Motherwell South East and Ravenscraig,Alan,VALENTINE,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 19 - Motherwell South East and Ravenscraig,Deryck,BEAUMONT,Independent,
North Lanarkshire Council ,Ward 19 - Motherwell South East and Ravenscraig,Kenneth,DUFFY,Scottish Labour Party,
North Lanarkshire Council ,Ward 20 - Murdostoun,Robert,MCKENDRICK,Independent,
North Lanarkshire Council ,Ward 20 - Murdostoun,John,TAGGART,Independent,
North Lanarkshire Council ,Ward 20 - Murdostoun,Robert,ARTHUR,Independent,
North Lanarkshire Council ,Ward 20 - Murdostoun,Cindy,MACKENZIE,Scottish Conservative and Unionist,
North Lanarkshire Council ,Ward 20 - Murdostoun,Yvonne,MILLAR,UKIP,
North Lanarkshire Council ,Ward 20 - Murdostoun,Nicky,SHEVLIN,Scottish Labour Party,
North Lanarkshire Council ,Ward 20 - Murdostoun,Louise,ROARTY,Scottish Labour Party,
North Lanarkshire Council ,Ward 20 - Murdostoun,Cameron William,MCMANUS,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 20 - Murdostoun,Anum,QAISAR,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 21 - Wishaw,Bob,BURGESS,Scottish Conservative and Unionist,
North Lanarkshire Council ,Ward 21 - Wishaw,Fiona,FOTHERINGHAM,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 21 - Wishaw,Sam,LOVE,Independent Alliance North Lanarkshire,
North Lanarkshire Council ,Ward 21 - Wishaw,Frank,MCKAY,Independent Alliance North Lanarkshire,
North Lanarkshire Council ,Ward 21 - Wishaw,Angela,FEENEY,Scottish Labour Party,
North Lanarkshire Council ,Ward 21 - Wishaw,Jim,HUME,Scottish National Party (SNP),
North Lanarkshire Council ,Ward 21 - Wishaw,Jim,ROBERTSON,Scottish Labour Party,
157,,,,,
Orkney Islands Council ,Kirkwall East Ward,Steven ,HEDDLE,,
Orkney Islands Council ,Kirkwall East Ward,Gwenda,SHEARER,Independent,
Orkney Islands Council ,Kirkwall East Ward,John Ross,SCOTT,,
Orkney Islands Council ,Kirkwall East Ward,PAUL,DAWSON,Independent,
Orkney Islands Council ,Kirkwall East Ward,Ingirid Windwick,JOLLY,Independent,
Orkney Islands Council ,Kirkwall East Ward,Mike,BERSTON,Independent,
Orkney Islands Council ,Kirkwall East Ward,Rikki,LIDDERDALE,Independent,
Orkney Islands Council ,Kirkwall East Ward,DAVID,DAWSON,,
Orkney Islands Council ,Kirkwall West and Orphir Ward,Barbara,FOULKES,,
Orkney Islands Council ,Kirkwall West and Orphir Ward,Leslie,MANSON,Independent,
Orkney Islands Council ,Kirkwall West and Orphir Ward,Max,THOMAS,Independent,
Orkney Islands Council ,Kirkwall West and Orphir Ward,John,RICHARDS,Orkney Manifesto Group,
Orkney Islands Council ,Kirkwall West and Orphir Ward,Sandy,COWIE,,
Orkney Islands Council ,Kirkwall West and Orphir Ward,Alastair,MACLEOD,Independent,
Orkney Islands Council ,Kirkwall West and Orphir Ward,Barbara,LESLIE,,
Orkney Islands Council ,Stromness and South Isles,Robin William,CRICHTON,,UNCONTESTED
Orkney Islands Council ,Stromness and South Isles,James,STOCKAN,,UNCONTESTED
Orkney Islands Council ,Stromness and South Isles,Magnus Olaf,THOMSON,,UNCONTESTED
Orkney Islands Council ,West Mainland Ward,Jo,JONES,,
Orkney Islands Council ,West Mainland Ward,Duncan Allan,TULLOCK,Independent,
Orkney Islands Council ,West Mainland Ward,Helen Kathleen,WOODSFORD-DEAN ,Scottish Greens,
Orkney Islands Council ,West Mainland Ward,Owen,TIERNEY,Independent,
Orkney Islands Council ,West Mainland Ward,Harvey,JOHNSTON,Independent,
Orkney Islands Council ,West Mainland Ward,Rachael,KING,Orkney Manifesto Group,
Orkney Islands Council ,West Mainland Ward,Sean Michael,LEWIS,Independent,
Orkney Islands Council ,"East Mainland, South Ronaldsay and Burray Ward",Steve,SANKEY,Scottish Greens,
Orkney Islands Council ,"East Mainland, South Ronaldsay and Burray Ward",John Stanley,GROUNDWATER,Independent,
Orkney Islands Council ,"East Mainland, South Ronaldsay and Burray Ward",Norman Rae,CRAIGIE,,
Orkney Islands Council ,"East Mainland, South Ronaldsay and Burray Ward",Andrew,DREVER,Independent,
Orkney Islands Council ,"East Mainland, South Ronaldsay and Burray Ward",Jim,FOUBISTER,Independent,
Orkney Islands Council ,North Isles Ward,Stuart Roy,McIVOR,Independent,
Orkney Islands Council ,North Isles Ward,Graham,SINCLAIR,Independent,
Orkney Islands Council ,North Isles Ward,Stephen,CLACKSON,Independent,
Orkney Islands Council ,North Isles Ward,Kevin ,WOODBRIDGE,,
Orkney Islands Council ,North Isles Ward,Billy,MUIR,Independent,
Orkney Islands Council ,North Isles Ward,Ralph,STEVENSON,Independent,
Orkney Islands Council ,North Isles Ward,Simon,TARRY,Independent,
Orkney Islands Council ,North Isles Ward,George Arthur,MOWAT-BROWN,Independent,
35,,,,,
Perth & Kinross Council,Ward 1 - Carse of Gowrie,Alasdair,BAILEY,Scottish Labour Party,
Perth & Kinross Council,Ward 1 - Carse of Gowrie,Angus,FORBES,Scottish Conservative and Unionist,
Perth & Kinross Council,Ward 1 - Carse of Gowrie,Mary Stronach,MATHESON,Scottish Liberal Democrats,
Perth & Kinross Council,Ward 1 - Carse of Gowrie,Hilary,CHARLES,Scottish Green Party,
Perth & Kinross Council,Ward 1 - Carse of Gowrie,BETH,POVER,Scottish National Party (SNP),
Perth & Kinross Council,Ward 1 - Carse of Gowrie,DOUGLAS BRIAN,POVER,Scottish National Party (SNP),
Perth & Kinross Council,Ward 2 - Strathmore,Alan,LIVINGSTONE,Independent,
Perth & Kinross Council,Ward 2 - Strathmore,Dennis,MELLOY,Scottish Conservative and Unionist,
Perth & Kinross Council,Ward 2 - Strathmore,Lewis David Dawson,SIMPSON,Scottish Liberal Democrats,
Perth & Kinross Council,Ward 2 - Strathmore,Colin,STEWART,Scottish Conservative and Unionist,
Perth & Kinross Council,Ward 2 - Strathmore,Ian,STRATTON,Scottish National Party (SNP),
Perth & Kinross Council,Ward 2 - Strathmore,Fiona Janet,SARWAR,Scottish National Party (SNP),
Perth & Kinross Council,Ward 2 - Strathmore,Michael Peregrine,GALLAGHER,Scottish Green Party,
Perth & Kinross Council,Ward 3 - Blairgowrie and Glens,Bob,BRAWN,Scottish Conservative and Unionist,
Perth & Kinross Council,Ward 3 - Blairgowrie and Glens,Gordon Ross,CLARK,Scottish Liberal Democrats,
Perth & Kinross Council,Ward 3 - Blairgowrie and Glens,Tom,MCEWAN,Scottish National Party (SNP),
Perth & Kinross Council,Ward 3 - Blairgowrie and Glens,Alison,MULHOLLAND,Scottish National Party (SNP),
Perth & Kinross Council,Ward 3 - Blairgowrie and Glens,Caroline,SHIERS,Scottish Conservative and Unionist,
Perth & Kinross Council,Ward 3 - Blairgowrie and Glens,Louise,RAMSAY,Scottish Green Party,
Perth & Kinross Council,Ward 4 - Highland,Ian,CAMPBELL,Scottish Conservative and Unionist,
Perth & Kinross Council,Ward 4 - Highland,Kirsty,GOWANS,Scottish National Party (SNP),
Perth & Kinross Council,Ward 4 - Highland,Xander,MCDADE,Independent,
Perth & Kinross Council,Ward 4 - Highland,Kenneth Robertson,SPITTAL,Scottish Liberal Democrats,
Perth & Kinross Council,Ward 4 - Highland,Mike,WILLIAMSON,Scottish National Party (SNP),
Perth & Kinross Council,Ward 4 - Highland,Mary,MCDOUGALL,Scottish Green Party,
Perth & Kinross Council,Ward 5 - Strathtay,Ian,JAMES,Scottish Conservative & Unionist,
Perth & Kinross Council,Ward 5 - Strathtay,Anne,JARVIS,Scottish Conservative and Unionist,
Perth & Kinross Council,Ward 5 - Strathtay,John,KELLAS,Scottish National Party (SNP),
Perth & Kinross Council,Ward 5 - Strathtay,Grant,LAING,Scottish National Party (SNP),
Perth & Kinross Council,Ward 5 - Strathtay,Alex,LINKLATER,Scottish Liberal Democrats,
Perth & Kinross Council,Ward 5 - Strathtay,Frank,STEVENSON,Scottish Labour Party,
Perth & Kinross Council,Ward 5 - Strathtay,Elspeth Anne,COUTTS,Scottish Green Party,
Perth & Kinross Council,Ward 6 - Strathearn,Rhona,BROCK,Independent,
Perth & Kinross Council,Ward 6 - Strathearn,Craig,FINLAY,Independent,
Perth & Kinross Council,Ward 6 - Strathearn,Roz,MCCALL,Scottish Conservative and Unionist,
Perth & Kinross Council,Ward 6 - Strathearn,Alex,MENZIES-RUNCIMAN,Scottish Conservative and Unionist,
Perth & Kinross Council,Ward 6 - Strathearn,Tina,NG-A-MANN,Scottish Liberal Democrats,
Perth & Kinross Council,Ward 6 - Strathearn,John,FELLOWS,Scottish National Party (SNP),
Perth & Kinross Council,Ward 6 - Strathearn,Stewart,DONALDSON,Scottish National Party (SNP),
Perth & Kinross Council,Ward 6 - Strathearn,Lawrence Bernard,BUCKLEY,Scottish Green Party,
Perth & Kinross Council,Ward 7 - Strathallan,Ann Gourlay,GAUNT,Scottish Liberal Democrats,
Perth & Kinross Council,Ward 7 - Strathallan,Tom,GRAY,Scottish National Party (SNP),
Perth & Kinross Council,Ward 7 - Strathallan,Murray,LYLE,Scottish Conservative and Unionist,
Perth & Kinross Council,Ward 7 - Strathallan,Mairi,MACDONALD,Scottish National Party (SNP),
Perth & Kinross Council,Ward 7 - Strathallan,Crawford,REID,Scottish Conservative and Unionist,
Perth & Kinross Council,Ward 7 - Strathallan,Ron,ROSE,Independent,
Perth & Kinross Council,Ward 7 - Strathallan,Fhinan,BEYTS,Scottish Labour Party,
Perth & Kinross Council,Ward 7 - Strathallan,Bruce,FUMMEY,Scottish Green Party,
Perth & Kinross Council,Ward 8 - Kinross-Shire,David,MACKENZIE,Scottish Labour Party,
Perth & Kinross Council,Ward 8 - Kinross-Shire,Callum,PURVES,Scottish Conservative and Unionist,
Perth & Kinross Council,Ward 8 - Kinross-Shire,Willie,ROBERTSON,Scottish Liberal Democrats,
Perth & Kinross Council,Ward 8 - Kinross-Shire,John,ROSS,Scottish Conservative and Unionist,
Perth & Kinross Council,Ward 8 - Kinross-Shire,Richard,WATTERS,Scottish National Party (SNP),
Perth & Kinross Council,Ward 8 - Kinross-Shire,Dave,CUTHBERT,Independent,
Perth & Kinross Council,Ward 8 - Kinross-Shire,Karen Jane,GRUNWELL,Scottish Green Party,
Perth & Kinross Council,Ward 8 - Kinross-Shire,Mike,BARNACLE,Independent,
Perth & Kinross Council,Ward 9 - Almond and Earn,Henry,ANDERSON,Scottish National Party (SNP),
Perth & Kinross Council,Ward 9 - Almond and Earn,Kathleen,BAIRD,Scottish Conservative and Unionist,
Perth & Kinross Council,Ward 9 - Almond and Earn,Peter,GLENNIE,Scottish National Party (SNP),
Perth & Kinross Council,Ward 9 - Almond and Earn,David,ILLINGWORTH,Scottish Conservative and Unionist,
Perth & Kinross Council,Ward 9 - Almond and Earn,Chris,RENNIE,Scottish Liberal Democrats,
Perth & Kinross Council,Ward 9 - Almond and Earn,Linda Mary,BUCHAN,Scottish Green Party,
Perth & Kinross Council,Ward 10 - Perth City South,Bob,BAND,Scottish National Party (SNP),
Perth & Kinross Council,Ward 10 - Perth City South,Michael,JAMIESON,Scottish Conservative and Unionist,
Perth & Kinross Council,Ward 10 - Perth City South,Sheila,MCCOLE,Scottish National Party (SNP),
Perth & Kinross Council,Ward 10 - Perth City South,Alistair,MUNRO,Scottish Labour Party,
Perth & Kinross Council,Ward 10 - Perth City South,Willie,WILSON,Scottish Liberal Democrats,
Perth & Kinross Council,Ward 10 - Perth City South,Susan,BATHGATE,Independent,
Perth & Kinross Council,Ward 10 - Perth City South,Paul Mark,VALLOT,Scottish Green Party,
Perth & Kinross Council,Ward 10 - Perth City South,Damian,HOUSTON,Independent,
Perth & Kinross Council,Ward 11 - Perth City North,Philip James,BROWN,Scottish Liberal Democrats,
Perth & Kinross Council,Ward 11 - Perth City North,Harry,COATES,Scottish Conservative and Unionist,
Perth & Kinross Council,Ward 11 - Perth City North,Dave,DOOGAN,Scottish National Party (SNP),
Perth & Kinross Council,Ward 11 - Perth City North,Sam,FINLAYSON,Independent,
Perth & Kinross Council,Ward 11 - Perth City North,Callum,GILLIES,Scottish Labour Party,
Perth & Kinross Council,Ward 11 - Perth City North,Elspeth,MACLACHLAN,Independent,
Perth & Kinross Council,Ward 11 - Perth City North,John,REBBECK,Scottish National Party (SNP),
Perth & Kinross Council,Ward 11 - Perth City North,Arthur Alexander,FRATER,Independent,
Perth & Kinross Council,Ward 12 - Perth City Centre,Chris,AHERN,Scottish Conservative and Unionist,
Perth & Kinross Council,Ward 12 - Perth City Centre,Peter Anthony,BARRETT,Scottish Liberal Democrats,
Perth & Kinross Council,Ward 12 - Perth City Centre,Eric,DRYSDALE,Scottish National Party (SNP),
Perth & Kinross Council,Ward 12 - Perth City Centre,Tricia,DUNCAN,Scottish Labour Party,
Perth & Kinross Council,Ward 12 - Perth City Centre,Andrew,PARROTT,Scottish National Party (SNP),
Perth & Kinross Council,Ward 12 - Perth City Centre,Ian,THOMSON,Scotland Independent Network,
Perth & Kinross Council,Ward 12 - Perth City Centre,Fraser Calum,HUNTER,Scottish Green Party,
Perth & Kinross Council,Ward 12 - Perth City Centre,David William,WEST,Independent,
86,,,,,
Renfrewshire Council ,Ward 1 - Renfrew North and Braehead,John,SHAW,Scottish National Party (SNP),
Renfrewshire Council ,Ward 1 - Renfrew North and Braehead,Lisa-Marie,HUGHES,Scottish National Party (SNP),
Renfrewshire Council ,Ward 1 - Renfrew North and Braehead,Peter,MORTON,Independent,
Renfrewshire Council ,Ward 1 - Renfrew North and Braehead,Jane,STRANG,Scottish Conservative and Unionist,
Renfrewshire Council ,Ward 1 - Renfrew North and Braehead,Nathalie,ROSSET,Scottish Green Party,
Renfrewshire Council ,Ward 1 - Renfrew North and Braehead,Ross,STALKER,Scottish Liberal Democrats,
Renfrewshire Council ,Ward 1 - Renfrew North and Braehead,Alexander,MURRIN,Scottish Labour Party,
Renfrewshire Council ,Ward 1 - Renfrew North and Braehead,Bill,BROWN,Scottish Labour Party,
Renfrewshire Council ,Ward 2 - Renfrew South and Gallowhill,Richard,NEVILLE,Scottish Trade Unionist and Socialist Coalition,
Renfrewshire Council ,Ward 2 - Renfrew South and Gallowhill,Cathy,MCEWAN,Scottish National Party (SNP),
